Id,Closenness,Betweenness
0,0.01123629016023084,0.0006626891614941481
1,0.01123629016023084,0.0006626891614941481
2,0.011236318086470687,1.1744601887357524e-06
3,0.011363522113750841,0.0026472332654103856
4,0.012488605287146765,0.0006657054735344241
5,0.014716988502454459,0.0387344888404522
6,0.014400244622602747,0.004086941683359691
7,0.010822443464043683,0.10625962812675556
8,0.012350130713062292,5.194524007908167e-05
9,0.010734816088214971,0.2134217310368722
10,0.014511454130516422,0.47035960992262266
11,0.011822636910894817,0.00027749017202365094
12,0.012342679297824129,2.6262234775896686e-06
13,0.014745644962964655,0.12246284623950833
14,0.011822544161294963,6.2705779625641e-05
15,0.010925726327592956,0.0006626891614941483
16,0.014432147200878506,0.0013695673875894793
17,0.011822667827751496,0.00021295032226320505
18,0.013777403960432246,0.002889469174754363
19,0.014470858232961292,0.008518879670145658
20,0.013323274325069034,0.09646518858613856
21,0.01488483268144285,0.030484087509600175
22,0.012488639785198711,0.0006303882439145019
23,0.014727295826126047,0.0006348842437275123
24,0.014893168446643519,0.10511729521275479
25,0.013748452880910603,0.06151036494253668
26,0.013908244349487325,0.17269373632524582
27,0.013753053445564252,0.10874894363317218
28,0.01373596324923436,0.0013326870364202045
29,0.014853680893914952,0.13568660194517546
30,0.013967714528462192,0.0007171794473818873
31,0.014039500652133408,0.00017712426864113144
32,0.014058098098845128,0.003899912733267064
33,0.014039195471187198,0.00015748305317923384
34,0.013970304219520108,0.003112325925307761
35,0.009997633826986313,3.425508883812611e-07
36,0.014516206713866012,0.10897646210769506
37,0.013885774836064315,0.0010907451386925197
38,0.014548953479391396,0.12976399116922116
39,0.00744383779974578,0.0005399738818123187
40,0.007447675998912748,0.000931159467752711
41,0.007495411733693211,0.0022279587575758184
42,0.008377838476904887,0.014275870258687881
43,0.010724146764965414,0.0014268731406190983
44,0.008377838476904887,0.014275870258687881
45,0.011760788526922868,0.0015854233831108513
46,0.009245077369498401,7.340376179598452e-07
47,0.009327245832035303,0.00042198634214653854
48,0.008319883989054044,0.05378048947585799
49,0.008318016481484548,3.758272603954408e-05
50,0.008385561476496871,0.05487053533852836
51,0.010822624815673056,0.10744441377798397
52,0.01463083121632336,0.12222739888844207
53,0.008659426535654772,0.001413979226782005
54,0.014402721894622156,0.000135931532885864
55,0.014403639619088885,0.0017847121495948666
56,0.014355069679717789,0.0019824333379658294
57,0.01315039326104156,0.11627863870176441
58,0.013297528148052283,0.057968389630632854
59,0.01314282391929998,0.0011307782987537679
60,0.013297489036410001,0.057988983936712785
61,0.015074823943661973,1.4680752359196904e-06
62,0.015079751572683668,0.004289353559501313
63,0.015299078197544568,0.0051313758100396956
64,0.012074514255191293,0.005816144160293109
65,0.009415964443852027,7.742255949736087e-05
66,0.009489565885419946,0.0010931320830552143
67,0.009415984054683937,1.1744601887357524e-06
68,0.00943144315057348,0.0003072509028196645
69,0.014830001148086795,0.012279310278665608
70,0.013270323025668874,0.05670176345197339
71,0.013106057311823282,0.05115234118851456
72,0.013101727480590838,0.0021491642737040324
73,0.013101727480590838,0.0021491642737040324
74,0.011286360504478595,8.662372735305222e-05
75,0.009963790074998402,0.0004421353252178135
76,0.009963790074998402,0.0004421353252178135
77,0.009865879898569763,1.1744601887357524e-06
78,0.009865879898569763,1.1744601887357524e-06
79,0.014333179042679332,0.001251517011077137
80,0.014291404294059631,0.0010711068765296718
81,0.01420835782056802,5.872300943678762e-07
82,0.012484397954337093,0.04034743794772376
83,0.009764220320204227,5.872300943678762e-07
84,0.013390635736795962,0.11409336092286688
85,0.014629600266639916,0.0016927533908014587
86,0.014567658573523014,0.0015415322087996405
87,0.014629505586781994,0.0011445312807991867
88,0.014781514116166157,0.005306476843975181
89,0.007532915893269529,0.0004018285040182849
90,0.007481754844688633,6.361659355651992e-07
91,0.010671872381307582,5.872300943678762e-07
92,0.010372549109580555,0.0030875579645038985
93,0.010372430122032638,5.285070849310886e-06
94,0.010480489043125091,0.007922321203117018
95,0.010372430122032638,5.285070849310886e-06
96,0.010372549109580555,0.0030875579645038985
97,0.012776816902363753,1.1744601887357524e-06
98,0.008782068341236094,0.00043537565435375624
99,0.008782034222932745,0.0004066568403497539
100,0.008715281526147773,0.00015225517724181772
101,0.008714374380780187,0.00016227397512961616
102,0.011479018608654586,0.0037606725980266578
103,0.01113749796760986,3.360261095549511e-06
104,0.011884326935967636,0.32303775386503253
105,0.01185661909332662,0.0011900567404087995
106,0.011965635520548815,0.322359761766921
107,0.00844189915655699,2.936150471839381e-06
108,0.010672754141859576,8.808451415518143e-07
109,0.008441867630171134,5.608156147526989e-05
110,0.011045984622112981,0.002647233265410386
111,0.010925726327592956,0.0006626891614941483
112,0.010925726327592956,0.0006626891614941483
113,0.010925752731438183,1.1744601887357524e-06
114,0.010057953926072593,0.002647233265410386
115,0.008508772260009711,0.008589766292845127
116,0.012210602508561737,0.0015388959761828023
117,0.007314859309092851,5.8817618729769117e-05
118,0.01221023974850309,0.0013214439731549159
119,0.013513877056898176,2.838278789444735e-06
120,0.013513675085936332,0.00023208223289261046
121,0.013632745124054664,0.11502942687107315
122,0.01473123079579927,0.022022645549872474
123,0.006341195892599414,0.0006691486925321947
124,0.006341249258364179,0.0019995347832696838
125,0.006380906678710552,0.012167211811937606
126,0.006341204786831165,1.4550256782670712e-05
127,0.006341551681331768,0.00015098338204080726
128,0.006341320414114452,0.007476727745121259
129,0.013876483641955414,1.6360882906971664e-05
130,0.006424475817625033,2.446792059866151e-06
131,0.013346755861531468,0.0014117876001798228
132,0.010904039149383649,0.0013247910928939287
133,0.0064247040600264324,0.003668361151727859
134,0.01016544423508461,0.003965564827266268
135,0.010063685476995541,1.957433647892921e-06
136,0.010063640673936707,0.0006623955464469644
137,0.0064253523568863265,0.014233209623526775
138,0.006262067742802292,0.000882655767676115
139,0.006262076416446781,1.6638186007089827e-06
140,0.006262067742802292,0.000882655767676115
141,0.006301317548214626,0.0030844260706672693
142,0.01059002930353165,0.0013200932521389853
143,0.006341018013203792,0.005285853822770043
144,0.013730957066841607,0.052135922468103835
145,0.01510156226513413,0.12730122515094872
146,0.015135435532954138,0.13225372559208876
147,0.0150051278306787,4.890321730319146e-06
148,0.015004978426817125,0.0006623025683486894
149,0.011139144446689302,2.838278789444735e-06
150,0.015014296958284764,0.00459808319281998
151,0.012163885555621324,0.02874616598666917
152,0.012022465336687533,3.2787013602206422e-06
153,0.01202243336604201,0.00128197766916196
154,0.012026686954995026,0.012377025485393475
155,0.012022401395566524,0.0008701880028021753
156,0.012026654961892981,0.012164820967199116
157,0.010534188930363909,0.2774181171462676
158,0.013874354386794045,0.0015173077808805278
159,0.011066208777087244,0.0038149076841671
160,0.011189015411191985,0.01143826352146228
161,0.011066100429573242,0.0024943903214038844
162,0.01398101847127258,0.0008329903227931438
163,0.010989999367971725,5.872300943678762e-07
164,0.011111766527554526,0.00022143468141788662
165,0.011111766527554526,0.00022143468141788662
166,0.011934869035865324,1.4191393947223673e-06
167,0.01193518410965269,2.087929224419116e-06
168,0.012071129148532828,0.0008375075605874649
169,0.013297058823529412,0.02505847763114733
170,0.014104103947963624,0.004360878896427122
171,0.011684042404726338,0.0010973862388499686
172,0.011683770645592291,0.001315069172442727
173,0.010071599470689663,0.09104004322013495
174,0.011684495364710808,0.004970837501035777
175,0.010946969788687888,0.0007947556427012031
176,0.008925768640760024,0.003391241931740141
177,0.006379799137224244,0.0008694920263940352
178,0.013111606715601971,0.39166878434298474
179,0.013005281507818702,0.029153627835355005
180,0.01303663290964036,0.31180119435244763
181,0.013004869994448264,0.0502566520586167
182,0.013258881045460278,0.0013736180995093915
183,0.013580532467415434,0.015906513621454333
184,0.013403299684262017,0.05134814677173048
185,0.010044613101321508,0.05231742869986488
186,0.01004592996513589,0.026324954141128076
187,0.010044479202307053,0.026464394666461853
188,0.00996411947245927,1.2217221342293408e-05
189,0.00997821610419191,0.1046219055766842
190,0.014346369140550626,0.000253141844124324
191,0.0151887252019956,0.01882287098127957
192,0.014262189582071472,6.537828383962355e-05
193,0.014222482280882229,0.00013916048280754111
194,0.01438182946032352,0.00032312335942592384
195,0.013472639010158865,0.0023482958629265946
196,0.013492340612213835,0.0013693448460258876
197,0.013492340612213835,0.0013693448460258928
198,0.013392460409149886,0.0004896030911792168
199,0.006341596157730547,0.00015147274045278049
200,0.006381014752127005,0.0006740096527577955
201,0.006381005745869142,0.0006767174359707141
202,0.012355564786777004,0.00028834745342077054
203,0.00900884744141559,0.022562401395870645
204,0.0090039134461229,1.1744601887357524e-06
205,0.00908157751480954,0.0406823495276046
206,0.009006711703545509,0.01692629856847287
207,0.008063811305745265,0.004144148023742058
208,0.008064962101278514,0.039968380921805484
209,0.007570822608978148,2.887214630642058e-06
210,0.008127435893748293,0.04527299348370339
